sku,name,unit,supplier_name,channel,warehouse,fcc_supplier_id,fcc_supplier_name,match_type
,有皮22片裝厚方包,條,鳳香園麵飽有限公司,external,,56e1237a-b85f-41e7-807c-bc7515269645,鳳香園,alias
FCR001,滷水牛展片 # 每訂6包牛展片要跟1包牛展頭,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR011,滷水牛展頭,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR003,滷水牛肚,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR002,滷水牛腩,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR013,滷水牛筋,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR004,燜豬肚,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR021,香菇滷肉,2kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR006-B,醃有骨豬扒,3kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR007-C,醃雞扒,3kg / 包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKO043,麻辣醬,6KG/桶,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKO044,29號蒜味炸漿粉,2份/包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
FCR022,扁食肉餡 (500克),包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
,綠豆沙,包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
,甜酸咕嚕汁,包,FC_凍肉,fc_internal,frozen,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKO028,牛肉湯粉,600g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKO031,藥膳包,460/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKO024,21號炸粉,2kg/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ012-C,酸菜,3KG/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ004-B,蟲草花,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ005,雲耳,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ006,紅棗片,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ008,龍眼乾,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ007,杞子,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKI041,芋頭麻糬 (6粒)/包,包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA042,白桃烏龍茶包,6g x 30個,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA003-D,天使茉香綠茶,(500G),FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA004-C,伯爵紅茶,30包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA009-A,天使蜜香紅茶,600g X 24包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA036,桂花烏龍茶包,6g x 40個,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA046,山茶花烏龍茶,500g*30包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
,雀巢咖啡粉,500g/罐,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKA041-B,麥茶,(6g x 30個),FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ011,胎菊,500克/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB028,蜜桃濃縮汁,2.5kg x 6瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB001,芒果濃縮汁,2.5kg x 6瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB002,百香果濃縮汁,2.5kg x 6瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB004,荔枝濃縮汁,2.4kg x 6瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB0,檸檬原汁,950ml x 12瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB012,芋香粉,6瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKI010,果糖,6kg x 3包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKF036,原蔗糖漿,6kg x 4包/箱 [原箱訂],FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB031,黑糖漿,2.5kg x 6瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB023,冬瓜糖露(2.5KG),2.5kg,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB032-B,韓國生薑茶,樽,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKD002,黃金可可粉,1kg x 20包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKD011-D,60N奶精粉 (1kg/包),1kg x 20包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKD013-B,純雪-生乳起司奶蓋粉,1kg,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKI029,牛奶 (12包/箱),1L x 12包/箱 [原箱訂],FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
,愛護牌啡奶,包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKB016-B,調和蜂蜜糖漿,罐,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKE004,荔枝椰果,3.3kg x 6罐/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKE008-C,蜂蜜蘆薈,4kg x 4瓶/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKE011,巧克力碎片,3.1kg x 6罐/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKE001-B,珍珠,454g x 12包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKE010-C,仙草凍,3kg x 6包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKE007,寒天晶球,6罐/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ008,龍眼乾,30包/箱,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ007,杞子,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKJ006,紅棗,500g/包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
LKD014,麻糬粉,500克,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
,堅果碎,包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
,CROP'S急凍芒果,包,FC_乾貨,fc_internal,dry,87bcc50f-5613-4d0c-8bbc-d859459b2842,FC-總部,fc_hq
